baseline_revision,python_source,sha256,import_roots,production_reference_matches,test_reference_matches,contract_reference_matches,proposed_owner_review_required,migration_status,workload_admission
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_scipy_cell_patch_complementarity_worker.py,61c14f202812ace0392561ce1db70c1a2d99f4f2df58e0af1e1283e6d15de01b,__future__;hashlib;json;math;numpy;pathlib;scipy;sys;typing,src/bin/marklab/bayes/complementarity.rs;src/bin/marklab/project/cell_patch_complementarity.rs,tests/cell_patch_complementarity_project_cli.rs,,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_scipy_clone_models_worker.py,852be460284794634012c74d7c77bdb5bb9a478689495026770f75a955e8eb21,hashlib;json;math;numpy;scipy;sys,src/bin/marklab/spatial3d_model.rs,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-simulation,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_scipy_deformation_biology_worker.py,af6d5b90e18af54f6eab518c0718dba548981a830474c7c02e2bbf05eb256f79,hashlib;json;numpy;scipy;sys,src/bin/marklab/spatial3d_model.rs,,docs/implementation/CANONICAL_SYMBOLS.md,registration / marklab-spatial3d,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_scipy_grouped_conformal_worker.py,f1b895383faee4d59d4c6dc91e9d08fbfddedfb412bbe7aa3139cf273a9a4b41,__future__;hashlib;json;math;numpy;pathlib;scipy;sys;typing,src/bin/marklab/bayes/grouped_conformal.rs,,,marklab-bayes,native: bounded parity and synthetic performance gates passed,EMB-CONFORMAL-01 / RUST-MIGRATION-01
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_scipy_landmark_uncertainty_worker.py,a3de38736476f0f49d25c470cacc3335baefb59b38ad7703672500cc953392be,hashlib;json;math;numpy;scipy;sys,src/bin/marklab/registration/landmark_uncertainty.rs,,docs/implementation/CANONICAL_SYMBOLS.md,registration / marklab-spatial3d,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_scipy_late_fusion_worker.py,3ab7f775f5b078f8ed279dbde2b7020ddad6d4595db7774646dad987ecf26cb2,__future__;hashlib;json;math;numpy;pathlib;scipy;sys;typing,src/bin/marklab/bayes/late_fusion.rs,,,marklab-bayes,native: bounded parity and synthetic performance gates passed,EMB-LATE-FUSION-01 / RUST-MIGRATION-01 (three failed reference fits retained)
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_scipy_mixture_of_experts_worker.py,3725fc4d3d098eb9984c27c974360e14008aeaa0b00df1a7c073e47958d756f0,__future__;hashlib;json;math;numpy;pathlib;scipy;sys;typing,src/bin/marklab/bayes/mixture_of_experts.rs,,,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_scipy_partial_transport_worker.py,210b79702c3a2dc08b410a154fc4c128eacbf09bdb0224a89805db11f71012d5,__future__;hashlib;json;math;numpy;pathlib;scipy;sys;typing,src/bin/marklab/bayes/transport.rs,,,registration / marklab-spatial3d,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_scipy_pcca_em_worker.py,5f0c1c86a64af2f120d8c5621a6545b3d994ebdc9a13afe8728cfb10738d9781,hashlib;json;math;numpy;scipy;sys,src/bin/marklab/multimodal_model/paired.rs,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_scipy_point_set_generators_worker.py,518e4802dad584e0ccc832d6a61ba181024e3e75dba6dc8253395b8a5d8a45bc,hashlib;json;math;numpy;scipy;sys,src/bin/marklab/neural.rs,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-simulation,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_scipy_prediction_calibration_worker.py,18207d4a02ed88a66795f28b82f6b7a78b8c56674236cb343e9173880815df14,__future__;hashlib;json;math;numpy;pathlib;scipy;sys;typing,src/bin/marklab/bayes/prediction_calibration.rs,,,marklab-bayes,native: bounded parity and synthetic performance gates passed,EMB-CALIBRATE-01 / RUST-MIGRATION-01 (two legacy cold failures retained)
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_scipy_predictive_stacking_worker.py,1f9434001747edcd8b307a864776f54128eee92ad62403f9ab7c3610ec20b17b,__future__;hashlib;json;math;numpy;pathlib;scipy;sys;typing,src/bin/marklab/bayes/predictive_stacking.rs,,,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_scipy_prior_sensitivity_worker.py,7e9ae6ce163091b40d5129cec8238019942964106683d8f398630d09d2c8bc10,__future__;hashlib;json;math;numpy;pathlib;scipy;sys;typing,src/bin/marklab/bayes/prior_sensitivity.rs,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_scipy_projected_variograms_worker.py,343205598ea9dce4b18b005cd759c7c5dd110e49ad20d932f45b5db4254ab4f0,__future__;hashlib;json;math;numpy;pathlib;scipy;sys;typing,src/bin/marklab/bayes/embedding_spatial.rs;src/bin/marklab/project/projected_embedding_variograms.rs,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_scipy_pytensor_laplace_worker.py,7a2243b88d5c2451a476502a29c3cf6a7054c268edcd5b0df8bbda19516ef5c5,__future__;hashlib;json;math;numpy;pathlib;pytensor;scipy;sys;typing,src/bin/marklab/bayes/laplace.rs,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_scipy_pytensor_pymc_inla_worker.py,18b5e32489da5569c0978165a709f0cf7096f69a6232f8ba412a411bcb27d3c7,__future__;hashlib;json;math;numpy;pathlib;pymc;pytensor;scipy;sys;typing,src/bin/marklab/bayes/inla.rs,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_scipy_serial_stack_worker.py,163ea6164c64ada273debbcbb5e4fdefdf5b5850d90c79ab44069a05a22edb03,hashlib;json;math;numpy;scipy;sys,src/bin/marklab/spatial3d_model.rs,,docs/implementation/CANONICAL_SYMBOLS.md,registration / marklab-spatial3d,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_scipy_spatial_matrix_factor_worker.py,95f6a7cb62d22674883b790e63da1aa8a4f2a67dfd0333b6a74b3d6f4b092472,hashlib;json;math;numpy;scipy;sys,src/bin/marklab/multimodal_model/spatial_matrix.rs,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-embeddings,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_scipy_strauss_pseudolikelihood_worker.py,388eae670988c7388e5abf2b5cf59f656982477a981f1553c953501c5ad83ca3,__future__;hashlib;json;math;numpy;pathlib;scipy;sys;typing,src/bin/marklab/bayes/strauss_pseudolikelihood.rs,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_scipy_thomas_minimum_contrast_worker.py,d7a3c3bbeb5a625c0f5987400edc9503ef74f4c8fcf5b608ded3ac379b4e43ee,__future__;hashlib;json;math;numpy;pathlib;scipy;sys;typing,src/bin/marklab/bayes/thomas_minimum_contrast.rs,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_simpleitk_nonrigid_worker.py,71e28b2a882ba7da87d470837fa173aa21e0b2e03895921d8693cfb2e4e91b9d,SimpleITK;contextlib;hashlib;io;json;numpy;sys,src/bin/marklab/registration/nonrigid.rs,,docs/implementation/CANONICAL_SYMBOLS.md,registration / marklab-spatial3d,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_skimage_raster_morphology_worker.py,ca440a8ea4416d4dda12c1cf7bf9ea038508e25b019b202ce0905c34161bc90c,hashlib;json;math;numpy;scipy;skimage;sys,src/bin/marklab/topology/direct_commands.rs,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-topology,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_tcga_crc_coordinate_adapter.py,3031a951f8664aa0725a785c94f45590d02d685880579a5713854169d302e622,__future__;argparse;collections;csv;hashlib;json;math;os;pathlib;shutil,,tests/cellvit_crc_coordinate_input.rs,,library application; existing data/cohort/scientific owners,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_tcga_crc_coordinate_stability_adapter.py,e0d840075b2848106a7d248b175bbda05eff1b6fe10f3448684d586ef5f7df99,__future__;argparse;collections;csv;hashlib;json;math;os;pathlib;re;shutil,,tests/cellvit_crc_coordinate_stability_input.rs,,library application; existing data/cohort/scientific owners,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_tcga_crc_fingerprint_adapter.py,37cc5f899940799b651811ba855c4a318fe3e6e3abae13594547acdc957fa6cc,__future__;argparse;csv;hashlib;json;math;os;pathlib;tempfile;typing,,tests/cellvit_crc_fingerprint_input.rs,docs/implementation/CANONICAL_SYMBOLS.md,library application; existing data/cohort/scientific owners,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_tcga_crc_m2_fingerprint_adapter.py,42519cf655cbe1bf62b4ef911cc38314931fafce4916edb9b2662dfab880baab,__future__;argparse;csv;hashlib;json;math;os;pathlib;shutil,,tests/cellvit_crc_m2_fingerprint_input.rs,,library application; existing data/cohort/scientific owners,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_tcga_crc_m2_stability_summary.py,ae5617ff621a8d58dd8d8e47417c5b4affc69f020303801e6ddae47c3ddfd8c0,__future__;argparse;collections;csv;hashlib;json;math;os;pathlib;random;shutil,,tests/python/test_tcga_crc_m2_stability_summary.py,,library application; existing data/cohort/scientific owners,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_tcga_crc_m3_stability_summary.py,203d8182007d9581881440b1a8acb2f0bab4c39f018fd44f0a843f6560a9a94f,__future__;argparse;csv;hashlib;importlib;json;math;numpy;os;pathlib;shutil;statistics;typing,workers/python/marklab_schurch_codex_retrieval_summary.py;workers/python/marklab_tcga_crc_m4_stability_summary.py,tests/python/test_tcga_crc_m3_stability_summary.py,,library application; existing data/cohort/scientific owners,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_tcga_crc_m4_durable.py,8dffa7af5f6c06e2d915b5d78c0078c4b75e2647bd92a2a693ecece2ad5b2547,__future__;argparse;concurrent;csv;hashlib;json;math;os;pathlib;struct;subprocess;typing,,tests/python/test_tcga_crc_m4_durable.py,docs/implementation/CANONICAL_SYMBOLS.md;docs/implementation/STATUS.md,library application; existing data/cohort/scientific owners,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_tcga_crc_m4_fingerprint_adapter.py,bdd8f78d891cf43db766656f91b8995790a6ad296017d22fab634cef2358ff3e,__future__;argparse;csv;hashlib;json;math;os;pathlib;shutil,,tests/python/test_tcga_crc_m4_fingerprint_adapter.py,,library application; existing data/cohort/scientific owners,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_tcga_crc_m4_raw_spatial_input.py,edc93a74bf01376404e405ea543508de354fd32e86ea4a424654f53e5e7266ea,__future__;argparse;collections;csv;hashlib;importlib;json;math;numpy;os;pathlib;shutil,,tests/python/test_tcga_crc_m4_raw_spatial_input.py,,library application; existing data/cohort/scientific owners,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_tcga_crc_m4_stability_input.py,aa035c6d1dd68ec4c23bc91766fa4a525c2fbfa0a1b3390a039a33a5a5e79985,__future__;argparse;csv;hashlib;json;math;os;pathlib;shutil,,tests/python/test_tcga_crc_m4_stability_input.py,,library application; existing data/cohort/scientific owners,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_tcga_crc_m4_stability_summary.py,ce7e236ef521c573f14da7201a064c98cf4ad06857a48a426e36d53b1f5f67f4,__future__;argparse;csv;hashlib;importlib;json;math;numpy;os;pathlib;random;shutil;statistics,,tests/python/test_tcga_crc_m4_stability_summary.py,,library application; existing data/cohort/scientific owners,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_tcga_crc_m6_fingerprint_adapter.py,017aa50b46a7f5354044851e5edee5f7b4099832fa443c31451f3da9350602a9,__future__;argparse;csv;hashlib;json;math;os;pathlib;shutil,,tests/python/test_tcga_crc_m6_fingerprint_adapter.py,,library application; existing data/cohort/scientific owners,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_tcga_crc_raw_embedding_summary.py,27c1dbdeac65c7465f66399490d8131d2b28d46556611c05ed32ce238ffba1a7,__future__;argparse;csv;hashlib;importlib;json;math;numpy;os;pathlib;shutil;sys;torch,workers/python/marklab_tcga_crc_m3_stability_summary.py;workers/python/marklab_tcga_crc_m4_raw_spatial_input.py,tests/python/test_tcga_crc_raw_embedding_summary.py,,library application; existing data/cohort/scientific owners,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_tcga_crc_retrieval_summary.py,8545853cfb69548af6087eae41711141f95af46881d1731273fef84b0cbd3ca8,__future__;argparse;csv;hashlib;json;math;os;pathlib;random;tempfile;typing,,tests/cellvit_crc_retrieval_summary.rs,docs/implementation/CANONICAL_SYMBOLS.md,library application; existing data/cohort/scientific owners,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_topology_stability_worker.py,86113e253f6c1bcc6b4f0514cc6804da45c1e529205c460d1d392adba1d378cb,gudhi;hashlib;json;math;numpy;random;scipy;skimage;sys,src/bin/marklab/topology/direct_commands.rs,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-topology,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_topology_validation_worker.py,bb2f86ad2f4c1dcb52ed40976c54bff7cbda9066aa1825efe4a1040d357d5ac7,gudhi;hashlib;json;math;numpy;scipy;skimage;sys,src/bin/marklab/topology/direct_commands.rs,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-topology,pending,existing caller fixtures; not yet individually admitted
